EventType,EventTime_ET,OffsetMin,Minute_ET,Actual,Forecast,Previous,BTC_ret_1m,ETH_ret_1m,Surprise,Category,BTC_volume_1m,ETH_volume_1m
FOMC,2024-05-01 14:00:00-04:00,63,2024-05-01 15:03:00-04:00,5.5,5.5,5.5,-0.00084862,-0.00234751,0,Equal,121.92,1412.17
FOMC,2024-05-01 14:00:00-04:00,64,2024-05-01 15:04:00-04:00,5.5,5.5,5.5,-0.00074082,-0.00066368,0,Equal,102.7,783.06
FOMC,2024-05-01 14:00:00-04:00,65,2024-05-01 15:05:00-04:00,5.5,5.5,5.5,0.00051872,-0.00033541,0,Equal,123.23,1300.99
FOMC,2024-05-01 14:00:00-04:00,66,2024-05-01 15:06:00-04:00,5.5,5.5,5.5,-0.00227611,-0.00056704,0,Equal,110.47,831.24
FOMC,2024-05-01 14:00:00-04:00,67,2024-05-01 15:07:00-04:00,5.5,5.5,5.5,-0.0000492,0.000564,0,Equal,77.75,605.9
FOMC,2024-05-01 14:00:00-04:00,68,2024-05-01 15:08:00-04:00,5.5,5.5,5.5,0.0016155,0.00061066,0,Equal,56.22,541.04
FOMC,2024-05-01 14:00:00-04:00,69,2024-05-01 15:09:00-04:00,5.5,5.5,5.5,-0.00133614,-0.00067735,0,Equal,54.38,382.79
FOMC,2024-05-01 14:00:00-04:00,70,2024-05-01 15:10:00-04:00,5.5,5.5,5.5,-0.00036972,-0.00026173,0,Equal,70.08,604.88
FOMC,2024-05-01 14:00:00-04:00,71,2024-05-01 15:11:00-04:00,5.5,5.5,5.5,-0.00195094,-0.00196683,0,Equal,106.09,744.85
FOMC,2024-05-01 14:00:00-04:00,72,2024-05-01 15:12:00-04:00,5.5,5.5,5.5,0.00028595,0.00050108,0,Equal,50.88,650.94
FOMC,2024-05-01 14:00:00-04:00,73,2024-05-01 15:13:00-04:00,5.5,5.5,5.5,0.00115338,0.00105209,0,Equal,77.66,843.53
FOMC,2024-05-01 14:00:00-04:00,74,2024-05-01 15:14:00-04:00,5.5,5.5,5.5,-0.00217172,-0.00202809,0,Equal,46.05,427.77
FOMC,2024-05-01 14:00:00-04:00,75,2024-05-01 15:15:00-04:00,5.5,5.5,5.5,-0.0032516,-0.00179333,0,Equal,603.45,984.75
FOMC,2024-05-01 14:00:00-04:00,76,2024-05-01 15:16:00-04:00,5.5,5.5,5.5,0.00111944,0.0001382,0,Equal,88.36,637.33
FOMC,2024-05-01 14:00:00-04:00,77,2024-05-01 15:17:00-04:00,5.5,5.5,5.5,0.00132488,0.00195133,0,Equal,61.69,300.59
FOMC,2024-05-01 14:00:00-04:00,78,2024-05-01 15:18:00-04:00,5.5,5.5,5.5,0.00061961,0.0011369,0,Equal,39.64,501.7
FOMC,2024-05-01 14:00:00-04:00,79,2024-05-01 15:19:00-04:00,5.5,5.5,5.5,-0.00192019,-0.00167317,0,Equal,39.29,253.4
FOMC,2024-05-01 14:00:00-04:00,80,2024-05-01 15:20:00-04:00,5.5,5.5,5.5,-0.0017059,-0.00166252,0,Equal,105.24,580.61
FOMC,2024-05-01 14:00:00-04:00,81,2024-05-01 15:21:00-04:00,5.5,5.5,5.5,-0.00170008,-0.00139897,0,Equal,58.84,534.84
FOMC,2024-05-01 14:00:00-04:00,82,2024-05-01 15:22:00-04:00,5.5,5.5,5.5,-0.00146347,-0.00058063,0,Equal,106.96,810.51
FOMC,2024-05-01 14:00:00-04:00,83,2024-05-01 15:23:00-04:00,5.5,5.5,5.5,0.00302527,0.00242857,0,Equal,68.58,677.87
FOMC,2024-05-01 14:00:00-04:00,84,2024-05-01 15:24:00-04:00,5.5,5.5,5.5,-0.0003917,-0.00044815,0,Equal,91.32,363.58
FOMC,2024-05-01 14:00:00-04:00,85,2024-05-01 15:25:00-04:00,5.5,5.5,5.5,0.00126301,0.00139224,0,Equal,74.62,241.34
FOMC,2024-05-01 14:00:00-04:00,86,2024-05-01 15:26:00-04:00,5.5,5.5,5.5,-0.00106976,-0.00138693,0,Equal,29.14,237.93
FOMC,2024-05-01 14:00:00-04:00,87,2024-05-01 15:27:00-04:00,5.5,5.5,5.5,-0.00314174,-0.00204621,0,Equal,50.37,333.15
FOMC,2024-05-01 14:00:00-04:00,88,2024-05-01 15:28:00-04:00,5.5,5.5,5.5,-0.00037117,-0.00012836,0,Equal,50.24,326.63
FOMC,2024-05-01 14:00:00-04:00,89,2024-05-01 15:29:00-04:00,5.5,5.5,5.5,-0.00101446,-0.00097635,0,Equal,64.23,431.26
FOMC,2024-05-01 14:00:00-04:00,90,2024-05-01 15:30:00-04:00,5.5,5.5,5.5,-0.00331654,-0.00181596,0,Equal,120.1,716.61
FOMC,2024-05-01 14:00:00-04:00,91,2024-05-01 15:31:00-04:00,5.5,5.5,5.5,-0.00338685,-0.00255442,0,Equal,136.93,1586.63
FOMC,2024-05-01 14:00:00-04:00,92,2024-05-01 15:32:00-04:00,5.5,5.5,5.5,0.00031211,-0.00156579,0,Equal,133.07,1657.66
FOMC,2024-05-01 14:00:00-04:00,93,2024-05-01 15:33:00-04:00,5.5,5.5,5.5,-0.00242676,-0.00238468,0,Equal,161.92,2071.4
FOMC,2024-05-01 14:00:00-04:00,94,2024-05-01 15:34:00-04:00,5.5,5.5,5.5,-0.00595343,-0.00360773,0,Equal,408.41,2920.67
FOMC,2024-05-01 14:00:00-04:00,95,2024-05-01 15:35:00-04:00,5.5,5.5,5.5,0.0002206,-0.00116358,0,Equal,347.4,2214.6
FOMC,2024-05-01 14:00:00-04:00,96,2024-05-01 15:36:00-04:00,5.5,5.5,5.5,0.00074432,0.00075378,0,Equal,288.66,1515.68
FOMC,2024-05-01 14:00:00-04:00,97,2024-05-01 15:37:00-04:00,5.5,5.5,5.5,0.00128216,0.00191728,0,Equal,258.87,1388.22
FOMC,2024-05-01 14:00:00-04:00,98,2024-05-01 15:38:00-04:00,5.5,5.5,5.5,-0.0003169,0.0003383,0,Equal,133.76,719.21
FOMC,2024-05-01 14:00:00-04:00,99,2024-05-01 15:39:00-04:00,5.5,5.5,5.5,-0.00133082,-0.00327594,0,Equal,168.27,1193.53
FOMC,2024-05-01 14:00:00-04:00,100,2024-05-01 15:40:00-04:00,5.5,5.5,5.5,0.00184114,0.00133662,0,Equal,146.24,1824.42
FOMC,2024-05-01 14:00:00-04:00,101,2024-05-01 15:41:00-04:00,5.5,5.5,5.5,-0.00033044,0.00083513,0,Equal,114.22,918.52
FOMC,2024-05-01 14:00:00-04:00,102,2024-05-01 15:42:00-04:00,5.5,5.5,5.5,0.00000314,-0.0000513,0,Equal,88.95,651.48
FOMC,2024-05-01 14:00:00-04:00,103,2024-05-01 15:43:00-04:00,5.5,5.5,5.5,0.00031084,0.0004617,0,Equal,71.82,472.29
FOMC,2024-05-01 14:00:00-04:00,104,2024-05-01 15:44:00-04:00,5.5,5.5,5.5,0.00297719,0.00350385,0,Equal,94.72,900.61
FOMC,2024-05-01 14:00:00-04:00,105,2024-05-01 15:45:00-04:00,5.5,5.5,5.5,0.00031452,0.00103556,0,Equal,131.81,705.23
FOMC,2024-05-01 14:00:00-04:00,106,2024-05-01 15:46:00-04:00,5.5,5.5,5.5,0.00211072,0.00223573,0,Equal,76.48,685.71
FOMC,2024-05-01 14:00:00-04:00,107,2024-05-01 15:47:00-04:00,5.5,5.5,5.5,-0.00329973,-0.00273325,0,Equal,91.36,571.28
FOMC,2024-05-01 14:00:00-04:00,108,2024-05-01 15:48:00-04:00,5.5,5.5,5.5,-0.00176034,-0.00134484,0,Equal,72.98,417.49
FOMC,2024-05-01 14:00:00-04:00,109,2024-05-01 15:49:00-04:00,5.5,5.5,5.5,0.00148523,0.00087617,0,Equal,54.67,416.08
FOMC,2024-05-01 14:00:00-04:00,110,2024-05-01 15:50:00-04:00,5.5,5.5,5.5,-0.00308216,-0.00278291,0,Equal,67.06,509.01
FOMC,2024-05-01 14:00:00-04:00,111,2024-05-01 15:51:00-04:00,5.5,5.5,5.5,-0.00067501,-0.00080612,0,Equal,71.36,489.08
FOMC,2024-05-01 14:00:00-04:00,112,2024-05-01 15:52:00-04:00,5.5,5.5,5.5,0.00107768,0.0011452,0,Equal,70.05,442.45
FOMC,2024-05-01 14:00:00-04:00,113,2024-05-01 15:53:00-04:00,5.5,5.5,5.5,0.00026372,0.00106194,0,Equal,51.98,360.1
FOMC,2024-05-01 14:00:00-04:00,114,2024-05-01 15:54:00-04:00,5.5,5.5,5.5,-0.00109717,-0.00106423,0,Equal,56.78,339.64
FOMC,2024-05-01 14:00:00-04:00,115,2024-05-01 15:55:00-04:00,5.5,5.5,5.5,0.00027529,0.00067268,0,Equal,56.89,556.86
FOMC,2024-05-01 14:00:00-04:00,116,2024-05-01 15:56:00-04:00,5.5,5.5,5.5,-0.00167627,-0.00053232,0,Equal,60.73,371.91
FOMC,2024-05-01 14:00:00-04:00,117,2024-05-01 15:57:00-04:00,5.5,5.5,5.5,-0.00296704,-0.00181291,0,Equal,148.95,674.45
FOMC,2024-05-01 14:00:00-04:00,118,2024-05-01 15:58:00-04:00,5.5,5.5,5.5,-0.00112108,-0.00111503,0,Equal,107.38,853.51
FOMC,2024-05-01 14:00:00-04:00,119,2024-05-01 15:59:00-04:00,5.5,5.5,5.5,0.00035111,0.0019278,0,Equal,198.44,639.32
FOMC,2024-05-01 14:00:00-04:00,120,2024-05-01 16:00:00-04:00,5.5,5.5,5.5,0.00364379,0.00184207,0,Equal,120.92,888.92
FOMC,2024-06-12 14:00:00-04:00,-60,2024-06-12 13:00:00-04:00,5.5,5.5,5.5,-0.00018214,0.00028481,0,Equal,24.21,108.4
FOMC,2024-06-12 14:00:00-04:00,-59,2024-06-12 13:01:00-04:00,5.5,5.5,5.5,0.00092941,0.00043401,0,Equal,24.88,112.42
FOMC,2024-06-12 14:00:00-04:00,-58,2024-06-12 13:02:00-04:00,5.5,5.5,5.5,-0.00060803,-0.00077922,0,Equal,13.39,97.92
FOMC,2024-06-12 14:00:00-04:00,-57,2024-06-12 13:03:00-04:00,5.5,5.5,5.5,-0.00006377,-0.00022952,0,Equal,5.06,94.97
FOMC,2024-06-12 14:00:00-04:00,-56,2024-06-12 13:04:00-04:00,5.5,5.5,5.5,-0.00073555,-0.00037064,0,Equal,13.89,85.96
FOMC,2024-06-12 14:00:00-04:00,-55,2024-06-12 13:05:00-04:00,5.5,5.5,5.5,-0.0010378,-0.00179855,0,Equal,41.33,604.97
FOMC,2024-06-12 14:00:00-04:00,-54,2024-06-12 13:06:00-04:00,5.5,5.5,5.5,0.00005511,0.00052113,0,Equal,14.18,258.67
FOMC,2024-06-12 14:00:00-04:00,-53,2024-06-12 13:07:00-04:00,5.5,5.5,5.5,0.00005885,0.00033801,0,Equal,7.39,57.75
FOMC,2024-06-12 14:00:00-04:00,-52,2024-06-12 13:08:00-04:00,5.5,5.5,5.5,0.00045349,0.0002188,0,Equal,6.92,94.63
FOMC,2024-06-12 14:00:00-04:00,-51,2024-06-12 13:09:00-04:00,5.5,5.5,5.5,-0.00010383,-0.00073655,0,Equal,5.64,645.28
FOMC,2024-06-12 14:00:00-04:00,-50,2024-06-12 13:10:00-04:00,5.5,5.5,5.5,0.00013606,0.0001247,0,Equal,15.53,49.13
FOMC,2024-06-12 14:00:00-04:00,-49,2024-06-12 13:11:00-04:00,5.5,5.5,5.5,0.00008628,0.00027707,0,Equal,4.54,99.16
FOMC,2024-06-12 14:00:00-04:00,-48,2024-06-12 13:12:00-04:00,5.5,5.5,5.5,0.00028054,0.00027699,0,Equal,7.8,35.13
FOMC,2024-06-12 14:00:00-04:00,-47,2024-06-12 13:13:00-04:00,5.5,5.5,5.5,0.00041558,0.00022153,0,Equal,10.08,25.85
FOMC,2024-06-12 14:00:00-04:00,-46,2024-06-12 13:14:00-04:00,5.5,5.5,5.5,0.0002664,0.00008306,0,Equal,12.12,29.02
FOMC,2024-06-12 14:00:00-04:00,-45,2024-06-12 13:15:00-04:00,5.5,5.5,5.5,-0.00081092,-0.00085818,0,Equal,22.1,153.34
FOMC,2024-06-12 14:00:00-04:00,-44,2024-06-12 13:16:00-04:00,5.5,5.5,5.5,0.00041147,0.00045439,0,Equal,7.22,107.05
FOMC,2024-06-12 14:00:00-04:00,-43,2024-06-12 13:17:00-04:00,5.5,5.5,5.5,0.00035353,0.00031849,0,Equal,6.02,53.05
FOMC,2024-06-12 14:00:00-04:00,-42,2024-06-12 13:18:00-04:00,5.5,5.5,5.5,-0.00041948,0.00000277,0,Equal,30.18,50.06
FOMC,2024-06-12 14:00:00-04:00,-41,2024-06-12 13:19:00-04:00,5.5,5.5,5.5,-0.00016988,-0.00011074,0,Equal,6.96,24.79
FOMC,2024-06-12 14:00:00-04:00,-40,2024-06-12 13:20:00-04:00,5.5,5.5,5.5,-0.00010393,0.00011075,0,Equal,12.43,72.39
FOMC,2024-06-12 14:00:00-04:00,-39,2024-06-12 13:21:00-04:00,5.5,5.5,5.5,0.00016259,0.00027409,0,Equal,9.46,93.08
FOMC,2024-06-12 14:00:00-04:00,-38,2024-06-12 13:22:00-04:00,5.5,5.5,5.5,0.00011125,0.00027678,0,Equal,11.9,418.31
FOMC,2024-06-12 14:00:00-04:00,-37,2024-06-12 13:23:00-04:00,5.5,5.5,5.5,-0.00046005,-0.00027394,0,Equal,9.06,105.95
FOMC,2024-06-12 14:00:00-04:00,-36,2024-06-12 13:24:00-04:00,5.5,5.5,5.5,0.00043279,0.00048713,0,Equal,19.77,47.53
FOMC,2024-06-12 14:00:00-04:00,-35,2024-06-12 13:25:00-04:00,5.5,5.5,5.5,0.00009716,0.00010236,0,Equal,17.27,79.37
FOMC,2024-06-12 14:00:00-04:00,-34,2024-06-12 13:26:00-04:00,5.5,5.5,5.5,0.00023094,-0.00013278,0,Equal,16.98,189.49
FOMC,2024-06-12 14:00:00-04:00,-33,2024-06-12 13:27:00-04:00,5.5,5.5,5.5,0.00008405,0.00007193,0,Equal,6.75,33.25
FOMC,2024-06-12 14:00:00-04:00,-32,2024-06-12 13:28:00-04:00,5.5,5.5,5.5,0.00008131,0.0002296,0,Equal,3.22,26.12
FOMC,2024-06-12 14:00:00-04:00,-31,2024-06-12 13:29:00-04:00,5.5,5.5,5.5,0.00064198,0.00029316,0,Equal,34.01,60.16
FOMC,2024-06-12 14:00:00-04:00,-30,2024-06-12 13:30:00-04:00,5.5,5.5,5.5,-0.0012049,-0.00112254,0,Equal,71.23,109.08
FOMC,2024-06-12 14:00:00-04:00,-29,2024-06-12 13:31:00-04:00,5.5,5.5,5.5,0.00081871,0.00007197,0,Equal,95.67,261.76
FOMC,2024-06-12 14:00:00-04:00,-28,2024-06-12 13:32:00-04:00,5.5,5.5,5.5,-0.00043315,-0.00085801,0,Equal,36.51,127.54
FOMC,2024-06-12 14:00:00-04:00,-27,2024-06-12 13:33:00-04:00,5.5,5.5,5.5,0.00067198,0.00030472,0,Equal,11.57,34.95
FOMC,2024-06-12 14:00:00-04:00,-26,2024-06-12 13:34:00-04:00,5.5,5.5,5.5,0.00071748,0.00050678,0,Equal,35.93,134.55
FOMC,2024-06-12 14:00:00-04:00,-25,2024-06-12 13:35:00-04:00,5.5,5.5,5.5,0.00030776,0.00025188,0,Equal,87.46,326.07
FOMC,2024-06-12 14:00:00-04:00,-24,2024-06-12 13:36:00-04:00,5.5,5.5,5.5,-0.00054778,-0.00047873,0,Equal,21.59,65.07
FOMC,2024-06-12 14:00:00-04:00,-23,2024-06-12 13:37:00-04:00,5.5,5.5,5.5,0.00017236,0.00022148,0,Equal,15.75,86.73
FOMC,2024-06-12 14:00:00-04:00,-22,2024-06-12 13:38:00-04:00,5.5,5.5,5.5,-0.00037594,-0.00049546,0,Equal,10.16,65.37
FOMC,2024-06-12 14:00:00-04:00,-21,2024-06-12 13:39:00-04:00,5.5,5.5,5.5,-0.00006617,0.00010523,0,Equal,4.67,37.56
FOMC,2024-06-12 14:00:00-04:00,-20,2024-06-12 13:40:00-04:00,5.5,5.5,5.5,0.0001793,0.00010799,0,Equal,5.01,29.93
FOMC,2024-06-12 14:00:00-04:00,-19,2024-06-12 13:41:00-04:00,5.5,5.5,5.5,0.00031102,0.00017166,0,Equal,5.24,30.51
FOMC,2024-06-12 14:00:00-04:00,-18,2024-06-12 13:42:00-04:00,5.5,5.5,5.5,-0.00028524,-0.00017163,0,Equal,6.83,66.7
FOMC,2024-06-12 14:00:00-04:00,-17,2024-06-12 13:43:00-04:00,5.5,5.5,5.5,0.00004937,-0.00018827,0,Equal,2.55,37.87
FOMC,2024-06-12 14:00:00-04:00,-16,2024-06-12 13:44:00-04:00,5.5,5.5,5.5,-0.00021398,-0.00013569,0,Equal,6.49,48.5
FOMC,2024-06-12 14:00:00-04:00,-15,2024-06-12 13:45:00-04:00,5.5,5.5,5.5,0.00012187,0.00024096,0,Equal,8.07,38.82
FOMC,2024-06-12 14:00:00-04:00,-14,2024-06-12 13:46:00-04:00,5.5,5.5,5.5,-0.00048398,-0.00078084,0,Equal,11.86,239.42
FOMC,2024-06-12 14:00:00-04:00,-13,2024-06-12 13:47:00-04:00,5.5,5.5,5.5,-0.00003963,-0.00013301,0,Equal,16.83,61.38
FOMC,2024-06-12 14:00:00-04:00,-12,2024-06-12 13:48:00-04:00,5.5,5.5,5.5,-0.00012292,0,0,Equal,3.92,69.06
FOMC,2024-06-12 14:00:00-04:00,-11,2024-06-12 13:49:00-04:00,5.5,5.5,5.5,0.00032358,0.00014412,0,Equal,4.84,14.98
FOMC,2024-06-12 14:00:00-04:00,-10,2024-06-12 13:50:00-04:00,5.5,5.5,5.5,0.00043073,0.00024663,0,Equal,8.97,121.4
FOMC,2024-06-12 14:00:00-04:00,-9,2024-06-12 13:51:00-04:00,5.5,5.5,5.5,-0.00011653,0,0,Equal,11.02,58.02
FOMC,2024-06-12 14:00:00-04:00,-8,2024-06-12 13:52:00-04:00,5.5,5.5,5.5,0.00126723,0.00138797,0,Equal,42.83,125.06
FOMC,2024-06-12 14:00:00-04:00,-7,2024-06-12 13:53:00-04:00,5.5,5.5,5.5,0.00053971,0.00159353,0,Equal,115.83,196.86
FOMC,2024-06-12 14:00:00-04:00,-6,2024-06-12 13:54:00-04:00,5.5,5.5,5.5,0.00046105,0,0,Equal,21.86,149.29
FOMC,2024-06-12 14:00:00-04:00,-5,2024-06-12 13:55:00-04:00,5.5,5.5,5.5,0.00002864,0.00007182,0,Equal,18.6,266.61
FOMC,2024-06-12 14:00:00-04:00,-4,2024-06-12 13:56:00-04:00,5.5,5.5,5.5,0.00025776,0.00043363,0,Equal,19.78,101.53
FOMC,2024-06-12 14:00:00-04:00,-3,2024-06-12 13:57:00-04:00,5.5,5.5,5.5,0.00014331,0.00077301,0,Equal,18.3,321.08
FOMC,2024-06-12 14:00:00-04:00,-2,2024-06-12 13:58:00-04:00,5.5,5.5,5.5,-0.00083696,-0.00110345,0,Equal,29.97,105
FOMC,2024-06-12 14:00:00-04:00,-1,2024-06-12 13:59:00-04:00,5.5,5.5,5.5,-0.00002206,0.00060757,0,Equal,24.25,90.36
FOMC,2024-06-12 14:00:00-04:00,0,2024-06-12 14:00:00-04:00,5.5,5.5,5.5,-0.00744971,-0.00899757,0,Equal,600.32,7843.54
FOMC,2024-06-12 14:00:00-04:00,1,2024-06-12 14:01:00-04:00,5.5,5.5,5.5,0.00410927,0.00591266,0,Equal,258.16,3716.47
FOMC,2024-06-12 14:00:00-04:00,2,2024-06-12 14:02:00-04:00,5.5,5.5,5.5,-0.00306865,-0.00385123,0,Equal,286.94,3546.01
FOMC,2024-06-12 14:00:00-04:00,3,2024-06-12 14:03:00-04:00,5.5,5.5,5.5,0.00093596,0.00040857,0,Equal,127.87,1139.15
FOMC,2024-06-12 14:00:00-04:00,4,2024-06-12 14:04:00-04:00,5.5,5.5,5.5,-0.00224948,-0.00165861,0,Equal,93.78,1110.98
FOMC,2024-06-12 14:00:00-04:00,5,2024-06-12 14:05:00-04:00,5.5,5.5,5.5,-0.00241178,-0.00428283,0,Equal,145.39,2023.32
FOMC,2024-06-12 14:00:00-04:00,6,2024-06-12 14:06:00-04:00,5.5,5.5,5.5,0.00132546,0.001839,0,Equal,66.83,969.27
FOMC,2024-06-12 14:00:00-04:00,7,2024-06-12 14:07:00-04:00,5.5,5.5,5.5,-0.00335566,-0.00379679,0,Equal,132.8,2795.68
FOMC,2024-06-12 14:00:00-04:00,8,2024-06-12 14:08:00-04:00,5.5,5.5,5.5,0.00125899,0.00028003,0,Equal,112.49,4736.16
FOMC,2024-06-12 14:00:00-04:00,9,2024-06-12 14:09:00-04:00,5.5,5.5,5.5,0.00128652,0.00173292,0,Equal,63.91,941.15
FOMC,2024-06-12 14:00:00-04:00,10,2024-06-12 14:10:00-04:00,5.5,5.5,5.5,0.00102158,0.00201499,0,Equal,77.84,789.47
FOMC,2024-06-12 14:00:00-04:00,11,2024-06-12 14:11:00-04:00,5.5,5.5,5.5,-0.00070276,-0.00083952,0,Equal,28.97,449.6
FOMC,2024-06-12 14:00:00-04:00,12,2024-06-12 14:12:00-04:00,5.5,5.5,5.5,0.00000058,0.00011724,0,Equal,46.8,466.97
FOMC,2024-06-12 14:00:00-04:00,13,2024-06-12 14:13:00-04:00,5.5,5.5,5.5,-0.00022155,0,0,Equal,68.1,446.22
FOMC,2024-06-12 14:00:00-04:00,14,2024-06-12 14:14:00-04:00,5.5,5.5,5.5,0.00065524,0.00083175,0,Equal,52.18,214.93
FOMC,2024-06-12 14:00:00-04:00,15,2024-06-12 14:15:00-04:00,5.5,5.5,5.5,0.0019403,0.00326009,0,Equal,79.04,1053.92
FOMC,2024-06-12 14:00:00-04:00,16,2024-06-12 14:16:00-04:00,5.5,5.5,5.5,-0.00012508,-0.00035025,0,Equal,28.77,452.32
FOMC,2024-06-12 14:00:00-04:00,17,2024-06-12 14:17:00-04:00,5.5,5.5,5.5,0.00063934,0.00064234,0,Equal,32.87,448.76
FOMC,2024-06-12 14:00:00-04:00,18,2024-06-12 14:18:00-04:00,5.5,5.5,5.5,0.00020389,0.00123106,0,Equal,68.58,1153.39
FOMC,2024-06-12 14:00:00-04:00,19,2024-06-12 14:19:00-04:00,5.5,5.5,5.5,0.00115954,0.00017763,0,Equal,19.97,440.78
FOMC,2024-06-12 14:00:00-04:00,20,2024-06-12 14:20:00-04:00,5.5,5.5,5.5,-0.00089986,-0.0006105,0,Equal,19.97,262.26
FOMC,2024-06-12 14:00:00-04:00,21,2024-06-12 14:21:00-04:00,5.5,5.5,5.5,-0.00031651,-0.00058866,0,Equal,19.54,333.31
FOMC,2024-06-12 14:00:00-04:00,22,2024-06-12 14:22:00-04:00,5.5,5.5,5.5,0.00072073,0.00062235,0,Equal,19.76,218.21
FOMC,2024-06-12 14:00:00-04:00,23,2024-06-12 14:23:00-04:00,5.5,5.5,5.5,-0.00097594,-0.00110509,0,Equal,28.76,118.17
FOMC,2024-06-12 14:00:00-04:00,24,2024-06-12 14:24:00-04:00,5.5,5.5,5.5,-0.00046494,-0.0003697,0,Equal,23.41,417.72
FOMC,2024-06-12 14:00:00-04:00,25,2024-06-12 14:25:00-04:00,5.5,5.5,5.5,-0.00021945,-0.00000278,0,Equal,13.25,263.58
FOMC,2024-06-12 14:00:00-04:00,26,2024-06-12 14:26:00-04:00,5.5,5.5,5.5,-0.00095317,-0.00060341,0,Equal,35.28,281.66
FOMC,2024-06-12 14:00:00-04:00,27,2024-06-12 14:27:00-04:00,5.5,5.5,5.5,-0.00029959,-0.00004452,0,Equal,23.49,123.44
FOMC,2024-06-12 14:00:00-04:00,28,2024-06-12 14:28:00-04:00,5.5,5.5,5.5,-0.00054907,-0.00064554,0,Equal,35.53,167.67
FOMC,2024-06-12 14:00:00-04:00,29,2024-06-12 14:29:00-04:00,5.5,5.5,5.5,0.00037603,0.00007239,0,Equal,26.77,192.61
FOMC,2024-06-12 14:00:00-04:00,30,2024-06-12 14:30:00-04:00,5.5,5.5,5.5,0.00057214,0.0009995,0,Equal,27.79,238.04
FOMC,2024-06-12 14:00:00-04:00,31,2024-06-12 14:31:00-04:00,5.5,5.5,5.5,0.00029465,0.00083162,0,Equal,40.93,345.5
FOMC,2024-06-12 14:00:00-04:00,32,2024-06-12 14:32:00-04:00,5.5,5.5,5.5,-0.00184807,-0.00232882,0,Equal,84.64,1002.68
FOMC,2024-06-12 14:00:00-04:00,33,2024-06-12 14:33:00-04:00,5.5,5.5,5.5,-0.00086202,-0.00108913,0,Equal,60.9,314.52
FOMC,2024-06-12 14:00:00-04:00,34,2024-06-12 14:34:00-04:00,5.5,5.5,5.5,0.00033098,0.00015895,0,Equal,31.97,275.92
FOMC,2024-06-12 14:00:00-04:00,35,2024-06-12 14:35:00-04:00,5.5,5.5,5.5,-0.00075234,-0.00124349,0,Equal,42.6,346.36
FOMC,2024-06-12 14:00:00-04:00,36,2024-06-12 14:36:00-04:00,5.5,5.5,5.5,-0.00209794,-0.00223326,0,Equal,86.72,867.39
FOMC,2024-06-12 14:00:00-04:00,37,2024-06-12 14:37:00-04:00,5.5,5.5,5.5,0.00188709,0.00236696,0,Equal,84.57,682.59
FOMC,2024-06-12 14:00:00-04:00,38,2024-06-12 14:38:00-04:00,5.5,5.5,5.5,0.00184761,0.001524,0,Equal,70.32,346.45
FOMC,2024-06-12 14:00:00-04:00,39,2024-06-12 14:39:00-04:00,5.5,5.5,5.5,0.00277635,0.00324403,0,Equal,63.88,582.03
FOMC,2024-06-12 14:00:00-04:00,40,2024-06-12 14:40:00-04:00,5.5,5.5,5.5,-0.00063423,-0.00115563,0,Equal,47.28,433.56
FOMC,2024-06-12 14:00:00-04:00,41,2024-06-12 14:41:00-04:00,5.5,5.5,5.5,0.00004675,0.00042552,0,Equal,41.88,366.38
FOMC,2024-06-12 14:00:00-04:00,42,2024-06-12 14:42:00-04:00,5.5,5.5,5.5,-0.00019234,0.0001807,0,Equal,26.66,193.85
FOMC,2024-06-12 14:00:00-04:00,43,2024-06-12 14:43:00-04:00,5.5,5.5,5.5,-0.00035532,-0.00073934,0,Equal,33.12,228.55
FOMC,2024-06-12 14:00:00-04:00,44,2024-06-12 14:44:00-04:00,5.5,5.5,5.5,-0.00100931,-0.00167727,0,Equal,51.09,399.41
FOMC,2024-06-12 14:00:00-04:00,45,2024-06-12 14:45:00-04:00,5.5,5.5,5.5,-0.00171702,-0.00191134,0,Equal,65.22,636.18
FOMC,2024-06-12 14:00:00-04:00,46,2024-06-12 14:46:00-04:00,5.5,5.5,5.5,-0.00103798,-0.00073418,0,Equal,66.59,698.3
FOMC,2024-06-12 14:00:00-04:00,47,2024-06-12 14:47:00-04:00,5.5,5.5,5.5,-0.00117702,-0.00072634,0,Equal,82.55,490.15
FOMC,2024-06-12 14:00:00-04:00,48,2024-06-12 14:48:00-04:00,5.5,5.5,5.5,-0.00163891,-0.00145932,0,Equal,77.24,350.33
FOMC,2024-06-12 14:00:00-04:00,49,2024-06-12 14:49:00-04:00,5.5,5.5,5.5,-0.00108588,-0.00156504,0,Equal,162.25,1550.75
FOMC,2024-06-12 14:00:00-04:00,50,2024-06-12 14:50:00-04:00,5.5,5.5,5.5,0.00194221,0.00105715,0,Equal,81.66,782.73
FOMC,2024-06-12 14:00:00-04:00,51,2024-06-12 14:51:00-04:00,5.5,5.5,5.5,0.00038333,0.00056303,0,Equal,57.36,205.66
FOMC,2024-06-12 14:00:00-04:00,52,2024-06-12 14:52:00-04:00,5.5,5.5,5.5,-0.00028666,-0.00071669,0,Equal,37.53,228.94
FOMC,2024-06-12 14:00:00-04:00,53,2024-06-12 14:53:00-04:00,5.5,5.5,5.5,-0.00265273,-0.00241216,0,Equal,122.91,755.84
FOMC,2024-06-12 14:00:00-04:00,54,2024-06-12 14:54:00-04:00,5.5,5.5,5.5,-0.00099136,-0.00078915,0,Equal,133.15,715.04
