EventType,EventTime_ET,OffsetMin,Minute_ET,Actual,Forecast,Previous,BTC_ret_1m,ETH_ret_1m,Surprise,Category,BTC_volume_1m,ETH_volume_1m
CPI,2024-08-14 08:30:00-04:00,-59,2024-08-14 07:31:00-04:00,0.2,0.2,0.1,0.0009019,0.00068224,0,Equal,6.16,164.48
CPI,2024-08-14 08:30:00-04:00,-58,2024-08-14 07:32:00-04:00,0.2,0.2,0.1,0.00047321,0.00130522,0,Equal,10.69,207.62
CPI,2024-08-14 08:30:00-04:00,-57,2024-08-14 07:33:00-04:00,0.2,0.2,0.1,0.00029455,0.00045878,0,Equal,8.95,238.66
CPI,2024-08-14 08:30:00-04:00,-56,2024-08-14 07:34:00-04:00,0.2,0.2,0.1,0.00042494,0.00008371,0,Equal,17.37,305.46
CPI,2024-08-14 08:30:00-04:00,-55,2024-08-14 07:35:00-04:00,0.2,0.2,0.1,-0.00058819,-0.00116453,0,Equal,5.31,278.29
CPI,2024-08-14 08:30:00-04:00,-54,2024-08-14 07:36:00-04:00,0.2,0.2,0.1,0.00045624,0.0006631,0,Equal,6.16,193.39
CPI,2024-08-14 08:30:00-04:00,-53,2024-08-14 07:37:00-04:00,0.2,0.2,0.1,0.00016509,0.00069178,0,Equal,20.05,157.39
CPI,2024-08-14 08:30:00-04:00,-52,2024-08-14 07:38:00-04:00,0.2,0.2,0.1,0.0008119,0.00043298,0,Equal,21.2,229.58
CPI,2024-08-14 08:30:00-04:00,-51,2024-08-14 07:39:00-04:00,0.2,0.2,0.1,0.00087068,0.00061827,0,Equal,14.92,93.61
CPI,2024-08-14 08:30:00-04:00,-50,2024-08-14 07:40:00-04:00,0.2,0.2,0.1,0.00106015,-0.00032348,0,Equal,72.1,709.85
CPI,2024-08-14 08:30:00-04:00,-49,2024-08-14 07:41:00-04:00,0.2,0.2,0.1,-0.00061899,-0.00066172,0,Equal,54.28,390.01
CPI,2024-08-14 08:30:00-04:00,-48,2024-08-14 07:42:00-04:00,0.2,0.2,0.1,0.00039123,0.0002765,0,Equal,28.2,230.02
CPI,2024-08-14 08:30:00-04:00,-47,2024-08-14 07:43:00-04:00,0.2,0.2,0.1,-0.00018502,0.0003419,0,Equal,9.95,232.03
CPI,2024-08-14 08:30:00-04:00,-46,2024-08-14 07:44:00-04:00,0.2,0.2,0.1,0.00021196,0.00025088,0,Equal,16.14,225.85
CPI,2024-08-14 08:30:00-04:00,-45,2024-08-14 07:45:00-04:00,0.2,0.2,0.1,-0.00009226,-0.00045075,0,Equal,31.44,255.34
CPI,2024-08-14 08:30:00-04:00,-44,2024-08-14 07:46:00-04:00,0.2,0.2,0.1,0.00016335,-0.00009092,0,Equal,36.49,342.67
CPI,2024-08-14 08:30:00-04:00,-43,2024-08-14 07:47:00-04:00,0.2,0.2,0.1,0.00038272,0.00037825,0,Equal,27.58,206.82
CPI,2024-08-14 08:30:00-04:00,-42,2024-08-14 07:48:00-04:00,0.2,0.2,0.1,0.00058543,0.00088346,0,Equal,27.81,228.8
CPI,2024-08-14 08:30:00-04:00,-41,2024-08-14 07:49:00-04:00,0.2,0.2,0.1,-0.00082072,-0.00130768,0,Equal,15.83,380.78
CPI,2024-08-14 08:30:00-04:00,-40,2024-08-14 07:50:00-04:00,0.2,0.2,0.1,-0.00030982,0.00052012,0,Equal,13.96,149.8
CPI,2024-08-14 08:30:00-04:00,-39,2024-08-14 07:51:00-04:00,0.2,0.2,0.1,0.00035817,0.0005453,0,Equal,10.04,111.83
CPI,2024-08-14 08:30:00-04:00,-38,2024-08-14 07:52:00-04:00,0.2,0.2,0.1,0.00009827,0.00122806,0,Equal,7.97,185.87
CPI,2024-08-14 08:30:00-04:00,-37,2024-08-14 07:53:00-04:00,0.2,0.2,0.1,-0.00027702,0.00012701,0,Equal,8.36,177.64
CPI,2024-08-14 08:30:00-04:00,-36,2024-08-14 07:54:00-04:00,0.2,0.2,0.1,-0.00053789,-0.00042452,0,Equal,42.25,269.01
CPI,2024-08-14 08:30:00-04:00,-35,2024-08-14 07:55:00-04:00,0.2,0.2,0.1,-0.00123748,-0.0023994,0,Equal,27.12,426.59
CPI,2024-08-14 08:30:00-04:00,-34,2024-08-14 07:56:00-04:00,0.2,0.2,0.1,-0.00000425,-0.00009097,0,Equal,16.03,260.1
CPI,2024-08-14 08:30:00-04:00,-33,2024-08-14 07:57:00-04:00,0.2,0.2,0.1,0.00082558,0.00116812,0,Equal,7.95,89.18
CPI,2024-08-14 08:30:00-04:00,-32,2024-08-14 07:58:00-04:00,0.2,0.2,0.1,-0.00044867,0.00014539,0,Equal,8.88,348.47
CPI,2024-08-14 08:30:00-04:00,-31,2024-08-14 07:59:00-04:00,0.2,0.2,0.1,0.00052151,-0.00049789,0,Equal,27.21,202.99
CPI,2024-08-14 08:30:00-04:00,-30,2024-08-14 08:00:00-04:00,0.2,0.2,0.1,-0.00014471,-0.00025816,0,Equal,34.92,302.08
CPI,2024-08-14 08:30:00-04:00,-29,2024-08-14 08:01:00-04:00,0.2,0.2,0.1,-0.00065266,-0.00109837,0,Equal,18.21,175.56
CPI,2024-08-14 08:30:00-04:00,-28,2024-08-14 08:02:00-04:00,0.2,0.2,0.1,0.00003298,-0.000284,0,Equal,7.63,116.35
CPI,2024-08-14 08:30:00-04:00,-27,2024-08-14 08:03:00-04:00,0.2,0.2,0.1,0.00007967,-0.00035328,0,Equal,15.87,405.02
CPI,2024-08-14 08:30:00-04:00,-26,2024-08-14 08:04:00-04:00,0.2,0.2,0.1,0.00017484,0.00000364,0,Equal,8.32,74.34
CPI,2024-08-14 08:30:00-04:00,-25,2024-08-14 08:05:00-04:00,0.2,0.2,0.1,-0.00010724,0.00022588,0,Equal,13.99,123.65
CPI,2024-08-14 08:30:00-04:00,-24,2024-08-14 08:06:00-04:00,0.2,0.2,0.1,0.00115346,0.00131129,0,Equal,13.71,274.47
CPI,2024-08-14 08:30:00-04:00,-23,2024-08-14 08:07:00-04:00,0.2,0.2,0.1,0.00042883,0.00182249,0,Equal,8.28,68.52
CPI,2024-08-14 08:30:00-04:00,-22,2024-08-14 08:08:00-04:00,0.2,0.2,0.1,-0.00013055,0,0,Equal,4.36,162.99
CPI,2024-08-14 08:30:00-04:00,-21,2024-08-14 08:09:00-04:00,0.2,0.2,0.1,-0.00079856,-0.00090051,0,Equal,21.75,135.89
CPI,2024-08-14 08:30:00-04:00,-20,2024-08-14 08:10:00-04:00,0.2,0.2,0.1,0.00063688,0.00097764,0,Equal,19.57,306.57
CPI,2024-08-14 08:30:00-04:00,-19,2024-08-14 08:11:00-04:00,0.2,0.2,0.1,0.00006472,-0.00000363,0,Equal,14.86,73.87
CPI,2024-08-14 08:30:00-04:00,-18,2024-08-14 08:12:00-04:00,0.2,0.2,0.1,-0.00056699,-0.00096217,0,Equal,15.34,158.07
CPI,2024-08-14 08:30:00-04:00,-17,2024-08-14 08:13:00-04:00,0.2,0.2,0.1,-0.00109074,-0.00208246,0,Equal,35.03,286.13
CPI,2024-08-14 08:30:00-04:00,-16,2024-08-14 08:14:00-04:00,0.2,0.2,0.1,-0.00030095,0.00020759,0,Equal,28.26,262.91
CPI,2024-08-14 08:30:00-04:00,-15,2024-08-14 08:15:00-04:00,0.2,0.2,0.1,-0.00032537,-0.00016749,0,Equal,21.45,350.72
CPI,2024-08-14 08:30:00-04:00,-14,2024-08-14 08:16:00-04:00,0.2,0.2,0.1,0.00153573,0.0013256,0,Equal,22.58,112.36
CPI,2024-08-14 08:30:00-04:00,-13,2024-08-14 08:17:00-04:00,0.2,0.2,0.1,0.00071799,-0.00137112,0,Equal,30.95,207.46
CPI,2024-08-14 08:30:00-04:00,-12,2024-08-14 08:18:00-04:00,0.2,0.2,0.1,-0.00032621,-0.00058271,0,Equal,9.55,163.29
CPI,2024-08-14 08:30:00-04:00,-11,2024-08-14 08:19:00-04:00,0.2,0.2,0.1,0,0.0001822,0,Equal,8.64,149.73
CPI,2024-08-14 08:30:00-04:00,-10,2024-08-14 08:20:00-04:00,0.2,0.2,0.1,0.00062753,0.00025504,0,Equal,10.79,159.33
CPI,2024-08-14 08:30:00-04:00,-9,2024-08-14 08:21:00-04:00,0.2,0.2,0.1,0.00034942,0.00058279,0,Equal,11.99,164.51
CPI,2024-08-14 08:30:00-04:00,-8,2024-08-14 08:22:00-04:00,0.2,0.2,0.1,0.0010303,0.0011285,0,Equal,43.1,166.9
CPI,2024-08-14 08:30:00-04:00,-7,2024-08-14 08:23:00-04:00,0.2,0.2,0.1,0.00004394,0.00085815,0,Equal,19.51,118.59
CPI,2024-08-14 08:30:00-04:00,-6,2024-08-14 08:24:00-04:00,0.2,0.2,0.1,0.00042525,0.00134425,0,Equal,27.32,356.55
CPI,2024-08-14 08:30:00-04:00,-5,2024-08-14 08:25:00-04:00,0.2,0.2,0.1,-0.00045549,-0.00114652,0,Equal,26.97,394.08
CPI,2024-08-14 08:30:00-04:00,-4,2024-08-14 08:26:00-04:00,0.2,0.2,0.1,-0.00048792,-0.00034145,0,Equal,8.93,274.62
CPI,2024-08-14 08:30:00-04:00,-3,2024-08-14 08:27:00-04:00,0.2,0.2,0.1,0.0002602,0.00047601,0,Equal,18.58,141.08
CPI,2024-08-14 08:30:00-04:00,-2,2024-08-14 08:28:00-04:00,0.2,0.2,0.1,0.00071626,0.00225905,0,Equal,26.89,481.56
CPI,2024-08-14 08:30:00-04:00,-1,2024-08-14 08:29:00-04:00,0.2,0.2,0.1,0.00348131,0.00419628,0,Equal,188.97,4739.33
CPI,2024-08-14 08:30:00-04:00,0,2024-08-14 08:30:00-04:00,0.2,0.2,0.1,-0.00833679,-0.00763937,0,Equal,401.74,4657.51
CPI,2024-08-14 08:30:00-04:00,1,2024-08-14 08:31:00-04:00,0.2,0.2,0.1,0.00075637,-0.00218545,0,Equal,164.51,1816.65
CPI,2024-08-14 08:30:00-04:00,2,2024-08-14 08:32:00-04:00,0.2,0.2,0.1,-0.00328373,-0.0016363,0,Equal,166.63,1897.87
CPI,2024-08-14 08:30:00-04:00,3,2024-08-14 08:33:00-04:00,0.2,0.2,0.1,0.00268802,0.00293484,0,Equal,121.29,1332.26
CPI,2024-08-14 08:30:00-04:00,4,2024-08-14 08:34:00-04:00,0.2,0.2,0.1,0.00174117,0.00124111,0,Equal,78.35,836.26
CPI,2024-08-14 08:30:00-04:00,5,2024-08-14 08:35:00-04:00,0.2,0.2,0.1,-0.00230904,-0.00303532,0,Equal,93.09,989.63
CPI,2024-08-14 08:30:00-04:00,6,2024-08-14 08:36:00-04:00,0.2,0.2,0.1,0.00049143,0.00007657,0,Equal,43.8,570.62
CPI,2024-08-14 08:30:00-04:00,7,2024-08-14 08:37:00-04:00,0.2,0.2,0.1,0.00206904,0.00319745,0,Equal,72.66,764.68
CPI,2024-08-14 08:30:00-04:00,8,2024-08-14 08:38:00-04:00,0.2,0.2,0.1,0.00035772,0.00123929,0,Equal,91.83,594.57
CPI,2024-08-14 08:30:00-04:00,9,2024-08-14 08:39:00-04:00,0.2,0.2,0.1,-0.00059599,0.00000363,0,Equal,80.63,417.46
CPI,2024-08-14 08:30:00-04:00,10,2024-08-14 08:40:00-04:00,0.2,0.2,0.1,-0.00000783,-0.00190926,0,Equal,36.21,440.13
CPI,2024-08-14 08:30:00-04:00,11,2024-08-14 08:41:00-04:00,0.2,0.2,0.1,0.00067189,0.00057096,0,Equal,101.06,452.19
CPI,2024-08-14 08:30:00-04:00,12,2024-08-14 08:42:00-04:00,0.2,0.2,0.1,0.00005381,0.00006542,0,Equal,47.03,322.17
CPI,2024-08-14 08:30:00-04:00,13,2024-08-14 08:43:00-04:00,0.2,0.2,0.1,0.00170868,0.00134473,0,Equal,32.41,579.96
CPI,2024-08-14 08:30:00-04:00,14,2024-08-14 08:44:00-04:00,0.2,0.2,0.1,-0.00335749,-0.00225393,0,Equal,159.67,574.62
CPI,2024-08-14 08:30:00-04:00,15,2024-08-14 08:45:00-04:00,0.2,0.2,0.1,-0.00147814,-0.00263734,0,Equal,54.57,483.17
CPI,2024-08-14 08:30:00-04:00,16,2024-08-14 08:46:00-04:00,0.2,0.2,0.1,0.00216578,0.00148082,0,Equal,46.28,533.29
CPI,2024-08-14 08:30:00-04:00,17,2024-08-14 08:47:00-04:00,0.2,0.2,0.1,-0.00137643,-0.00182825,0,Equal,39.38,1088.97
CPI,2024-08-14 08:30:00-04:00,18,2024-08-14 08:48:00-04:00,0.2,0.2,0.1,-0.00013221,-0.00133904,0,Equal,27.94,527.39
CPI,2024-08-14 08:30:00-04:00,19,2024-08-14 08:49:00-04:00,0.2,0.2,0.1,0.00053954,0.00140294,0,Equal,73.17,561.42
CPI,2024-08-14 08:30:00-04:00,20,2024-08-14 08:50:00-04:00,0.2,0.2,0.1,-0.00121049,-0.00174393,0,Equal,22.89,250.25
CPI,2024-08-14 08:30:00-04:00,21,2024-08-14 08:51:00-04:00,0.2,0.2,0.1,-0.00080846,-0.00097217,0,Equal,35.53,216.1
CPI,2024-08-14 08:30:00-04:00,22,2024-08-14 08:52:00-04:00,0.2,0.2,0.1,-0.00323253,-0.00471922,0,Equal,127.13,3371.68
CPI,2024-08-14 08:30:00-04:00,23,2024-08-14 08:53:00-04:00,0.2,0.2,0.1,0.00231139,0.00378225,0,Equal,81.2,564.3
CPI,2024-08-14 08:30:00-04:00,24,2024-08-14 08:54:00-04:00,0.2,0.2,0.1,-0.00047072,-0.00080194,0,Equal,24.81,343.83
CPI,2024-08-14 08:30:00-04:00,25,2024-08-14 08:55:00-04:00,0.2,0.2,0.1,-0.00098384,-0.00160516,0,Equal,45.4,747.39
CPI,2024-08-14 08:30:00-04:00,26,2024-08-14 08:56:00-04:00,0.2,0.2,0.1,0.00093607,0.00179127,0,Equal,22.99,393.09
CPI,2024-08-14 08:30:00-04:00,27,2024-08-14 08:57:00-04:00,0.2,0.2,0.1,0.00046867,0.00047633,0,Equal,18.43,228.83
CPI,2024-08-14 08:30:00-04:00,28,2024-08-14 08:58:00-04:00,0.2,0.2,0.1,0.00046484,0.0006226,0,Equal,19.46,151.63
CPI,2024-08-14 08:30:00-04:00,29,2024-08-14 08:59:00-04:00,0.2,0.2,0.1,0.00007403,-0.00006222,0,Equal,10.37,468.15
CPI,2024-08-14 08:30:00-04:00,30,2024-08-14 09:00:00-04:00,0.2,0.2,0.1,0.00028593,-0.0003221,0,Equal,14.47,213.25
CPI,2024-08-14 08:30:00-04:00,31,2024-08-14 09:01:00-04:00,0.2,0.2,0.1,0.00137373,0.00161837,0,Equal,22.2,200.4
CPI,2024-08-14 08:30:00-04:00,32,2024-08-14 09:02:00-04:00,0.2,0.2,0.1,-0.00088824,-0.00145125,0,Equal,17.99,394.72
CPI,2024-08-14 08:30:00-04:00,33,2024-08-14 09:03:00-04:00,0.2,0.2,0.1,-0.00081474,-0.00110558,0,Equal,29.07,1841.89
CPI,2024-08-14 08:30:00-04:00,34,2024-08-14 09:04:00-04:00,0.2,0.2,0.1,0.00003636,-0.00003665,0,Equal,22.33,272.65
CPI,2024-08-14 08:30:00-04:00,35,2024-08-14 09:05:00-04:00,0.2,0.2,0.1,-0.00096718,-0.0009859,0,Equal,30.75,265.4
CPI,2024-08-14 08:30:00-04:00,36,2024-08-14 09:06:00-04:00,0.2,0.2,0.1,-0.00070404,-0.00117764,0,Equal,26.38,223.51
CPI,2024-08-14 08:30:00-04:00,37,2024-08-14 09:07:00-04:00,0.2,0.2,0.1,-0.00039352,0.0008154,0,Equal,28.88,1016.87
CPI,2024-08-14 08:30:00-04:00,38,2024-08-14 09:08:00-04:00,0.2,0.2,0.1,-0.00012915,-0.00088447,0,Equal,18.28,186.27
CPI,2024-08-14 08:30:00-04:00,39,2024-08-14 09:09:00-04:00,0.2,0.2,0.1,-0.00039225,-0.00200559,0,Equal,24.67,575.7
CPI,2024-08-14 08:30:00-04:00,40,2024-08-14 09:10:00-04:00,0.2,0.2,0.1,0.0005873,0.00156795,0,Equal,26.69,711.92
CPI,2024-08-14 08:30:00-04:00,41,2024-08-14 09:11:00-04:00,0.2,0.2,0.1,0.00020101,0.00015067,0,Equal,33.5,287.78
CPI,2024-08-14 08:30:00-04:00,42,2024-08-14 09:12:00-04:00,0.2,0.2,0.1,-0.00089018,-0.00074588,0,Equal,29.46,192.6
CPI,2024-08-14 08:30:00-04:00,43,2024-08-14 09:13:00-04:00,0.2,0.2,0.1,-0.00328391,-0.00279088,0,Equal,82.23,562.69
CPI,2024-08-14 08:30:00-04:00,44,2024-08-14 09:14:00-04:00,0.2,0.2,0.1,0.00138353,0.00295725,0,Equal,71.31,676.12
CPI,2024-08-14 08:30:00-04:00,45,2024-08-14 09:15:00-04:00,0.2,0.2,0.1,-0.00105274,-0.00160294,0,Equal,31.9,187.57
CPI,2024-08-14 08:30:00-04:00,46,2024-08-14 09:16:00-04:00,0.2,0.2,0.1,0.00049424,0.00057445,0,Equal,53.78,485.7
CPI,2024-08-14 08:30:00-04:00,47,2024-08-14 09:17:00-04:00,0.2,0.2,0.1,0.00106288,0.0011188,0,Equal,54.15,344.03
CPI,2024-08-14 08:30:00-04:00,48,2024-08-14 09:18:00-04:00,0.2,0.2,0.1,0.00066037,0.00171308,0,Equal,20.77,558.57
CPI,2024-08-14 08:30:00-04:00,49,2024-08-14 09:19:00-04:00,0.2,0.2,0.1,0.00022776,-0.00069727,0,Equal,17.33,300.64
CPI,2024-08-14 08:30:00-04:00,50,2024-08-14 09:20:00-04:00,0.2,0.2,0.1,-0.00040399,-0.00190599,0,Equal,21.2,203.73
CPI,2024-08-14 08:30:00-04:00,51,2024-08-14 09:21:00-04:00,0.2,0.2,0.1,-0.00006574,0.00090514,0,Equal,20.45,328.74
CPI,2024-08-14 08:30:00-04:00,52,2024-08-14 09:22:00-04:00,0.2,0.2,0.1,-0.00039464,-0.00004044,0,Equal,18.81,673.32
CPI,2024-08-14 08:30:00-04:00,53,2024-08-14 09:23:00-04:00,0.2,0.2,0.1,0.00003305,-0.00011029,0,Equal,13.75,97.97
CPI,2024-08-14 08:30:00-04:00,54,2024-08-14 09:24:00-04:00,0.2,0.2,0.1,0.00049311,0.00076107,0,Equal,23.35,168.46
CPI,2024-08-14 08:30:00-04:00,55,2024-08-14 09:25:00-04:00,0.2,0.2,0.1,-0.0015445,-0.00203532,0,Equal,21.57,222.83
CPI,2024-08-14 08:30:00-04:00,56,2024-08-14 09:26:00-04:00,0.2,0.2,0.1,-0.00013201,0.00000368,0,Equal,17.27,267.08
CPI,2024-08-14 08:30:00-04:00,57,2024-08-14 09:27:00-04:00,0.2,0.2,0.1,-0.00038077,-0.00030555,0,Equal,13.42,237.46
CPI,2024-08-14 08:30:00-04:00,58,2024-08-14 09:28:00-04:00,0.2,0.2,0.1,0.00038108,0.00070335,0,Equal,9.59,231.89
CPI,2024-08-14 08:30:00-04:00,59,2024-08-14 09:29:00-04:00,0.2,0.2,0.1,0.00102064,0.00107452,0,Equal,28.68,163.96
CPI,2024-08-14 08:30:00-04:00,60,2024-08-14 09:30:00-04:00,0.2,0.2,0.1,0.00088788,0.00082708,0,Equal,22.89,215.66
CPI,2024-08-14 08:30:00-04:00,61,2024-08-14 09:31:00-04:00,0.2,0.2,0.1,0.00110972,0.00139203,0,Equal,46.2,910.24
CPI,2024-08-14 08:30:00-04:00,62,2024-08-14 09:32:00-04:00,0.2,0.2,0.1,-0.00151601,-0.00202462,0,Equal,22.34,547.67
CPI,2024-08-14 08:30:00-04:00,63,2024-08-14 09:33:00-04:00,0.2,0.2,0.1,-0.00248483,-0.00217573,0,Equal,28.09,222.09
CPI,2024-08-14 08:30:00-04:00,64,2024-08-14 09:34:00-04:00,0.2,0.2,0.1,-0.00158175,-0.00257459,0,Equal,53.24,787.35
CPI,2024-08-14 08:30:00-04:00,65,2024-08-14 09:35:00-04:00,0.2,0.2,0.1,0.00086252,0.00117799,0,Equal,39.05,1612.37
CPI,2024-08-14 08:30:00-04:00,66,2024-08-14 09:36:00-04:00,0.2,0.2,0.1,-0.00079812,-0.00030614,0,Equal,22.06,244.66
CPI,2024-08-14 08:30:00-04:00,67,2024-08-14 09:37:00-04:00,0.2,0.2,0.1,0.00003515,-0.00028409,0,Equal,35.68,213.03
CPI,2024-08-14 08:30:00-04:00,68,2024-08-14 09:38:00-04:00,0.2,0.2,0.1,0.00017212,0.00051299,0,Equal,19.78,228.39
CPI,2024-08-14 08:30:00-04:00,69,2024-08-14 09:39:00-04:00,0.2,0.2,0.1,-0.00066693,-0.00073774,0,Equal,24.03,130.06
CPI,2024-08-14 08:30:00-04:00,70,2024-08-14 09:40:00-04:00,0.2,0.2,0.1,-0.00097365,-0.0015467,0,Equal,32.21,601.99
CPI,2024-08-14 08:30:00-04:00,71,2024-08-14 09:41:00-04:00,0.2,0.2,0.1,-0.00143934,-0.00092798,0,Equal,146.86,1513.48
CPI,2024-08-14 08:30:00-04:00,72,2024-08-14 09:42:00-04:00,0.2,0.2,0.1,-0.00201804,-0.00343782,0,Equal,69.04,913.5
CPI,2024-08-14 08:30:00-04:00,73,2024-08-14 09:43:00-04:00,0.2,0.2,0.1,-0.00061246,0.00014853,0,Equal,74.08,1110.35
CPI,2024-08-14 08:30:00-04:00,74,2024-08-14 09:44:00-04:00,0.2,0.2,0.1,-0.00186206,-0.00185639,0,Equal,221.28,1811.56
CPI,2024-08-14 08:30:00-04:00,75,2024-08-14 09:45:00-04:00,0.2,0.2,0.1,0.00134865,0.00163666,0,Equal,62.98,1357.52
CPI,2024-08-14 08:30:00-04:00,76,2024-08-14 09:46:00-04:00,0.2,0.2,0.1,-0.00097111,-0.0018568,0,Equal,82.81,708.18
CPI,2024-08-14 08:30:00-04:00,77,2024-08-14 09:47:00-04:00,0.2,0.2,0.1,0.00021023,0.00122033,0,Equal,64.86,530.28
CPI,2024-08-14 08:30:00-04:00,78,2024-08-14 09:48:00-04:00,0.2,0.2,0.1,-0.00095806,-0.00059827,0,Equal,51.39,655.09
CPI,2024-08-14 08:30:00-04:00,79,2024-08-14 09:49:00-04:00,0.2,0.2,0.1,-0.00303527,-0.00509394,0,Equal,189.16,1547.68
CPI,2024-08-14 08:30:00-04:00,80,2024-08-14 09:50:00-04:00,0.2,0.2,0.1,-0.00060023,-0.00217134,0,Equal,114.15,2200.74
CPI,2024-08-14 08:30:00-04:00,81,2024-08-14 09:51:00-04:00,0.2,0.2,0.1,0.00035571,0.00006742,0,Equal,82.94,1319.02
CPI,2024-08-14 08:30:00-04:00,82,2024-08-14 09:52:00-04:00,0.2,0.2,0.1,-0.00194212,-0.00113477,0,Equal,203.19,1698.74
CPI,2024-08-14 08:30:00-04:00,83,2024-08-14 09:53:00-04:00,0.2,0.2,0.1,0.00144852,0.00063739,0,Equal,106.94,3979.13
CPI,2024-08-14 08:30:00-04:00,84,2024-08-14 09:54:00-04:00,0.2,0.2,0.1,-0.00139517,0.00044589,0,Equal,83.96,1104.44
CPI,2024-08-14 08:30:00-04:00,85,2024-08-14 09:55:00-04:00,0.2,0.2,0.1,-0.00203992,-0.00314607,0,Equal,120.88,1120.3
CPI,2024-08-14 08:30:00-04:00,86,2024-08-14 09:56:00-04:00,0.2,0.2,0.1,-0.00023403,-0.00022167,0,Equal,114.35,759.61
CPI,2024-08-14 08:30:00-04:00,87,2024-08-14 09:57:00-04:00,0.2,0.2,0.1,-0.00157507,-0.00136039,0,Equal,165.04,1112.05
CPI,2024-08-14 08:30:00-04:00,88,2024-08-14 09:58:00-04:00,0.2,0.2,0.1,-0.00141006,0,0,Equal,173.24,869.73
CPI,2024-08-14 08:30:00-04:00,89,2024-08-14 09:59:00-04:00,0.2,0.2,0.1,0.0018475,0.00067736,0,Equal,87.24,761.46
CPI,2024-08-14 08:30:00-04:00,90,2024-08-14 10:00:00-04:00,0.2,0.2,0.1,-0.00263941,-0.0004475,0,Equal,97,1314.78
CPI,2024-08-14 08:30:00-04:00,91,2024-08-14 10:01:00-04:00,0.2,0.2,0.1,0.00019023,0.00012415,0,Equal,54.74,824.34
CPI,2024-08-14 08:30:00-04:00,92,2024-08-14 10:02:00-04:00,0.2,0.2,0.1,-0.00060371,0.00098934,0,Equal,145.01,828.9
CPI,2024-08-14 08:30:00-04:00,93,2024-08-14 10:03:00-04:00,0.2,0.2,0.1,-0.00082416,-0.00027058,0,Equal,65.95,795.91
CPI,2024-08-14 08:30:00-04:00,94,2024-08-14 10:04:00-04:00,0.2,0.2,0.1,0.00237433,0.00261631,0,Equal,89.39,496.27
CPI,2024-08-14 08:30:00-04:00,95,2024-08-14 10:05:00-04:00,0.2,0.2,0.1,-0.00112563,-0.00191212,0,Equal,72.2,408.15
CPI,2024-08-14 08:30:00-04:00,96,2024-08-14 10:06:00-04:00,0.2,0.2,0.1,-0.0008694,0.00033808,0,Equal,84.55,292.11
CPI,2024-08-14 08:30:00-04:00,97,2024-08-14 10:07:00-04:00,0.2,0.2,0.1,0.00024696,-0.00007886,0,Equal,69.61,553.79
CPI,2024-08-14 08:30:00-04:00,98,2024-08-14 10:08:00-04:00,0.2,0.2,0.1,-0.00085244,-0.00096891,0,Equal,53.17,712.55
CPI,2024-08-14 08:30:00-04:00,99,2024-08-14 10:09:00-04:00,0.2,0.2,0.1,0.0007526,0.00121419,0,Equal,33.65,381.16
CPI,2024-08-14 08:30:00-04:00,100,2024-08-14 10:10:00-04:00,0.2,0.2,0.1,-0.00356847,-0.00325894,0,Equal,122.88,446.45
CPI,2024-08-14 08:30:00-04:00,101,2024-08-14 10:11:00-04:00,0.2,0.2,0.1,-0.00469611,-0.00555982,0,Equal,360.15,3188.47
CPI,2024-08-14 08:30:00-04:00,102,2024-08-14 10:12:00-04:00,0.2,0.2,0.1,0.0018572,0.0010947,0,Equal,131.76,1742.27
CPI,2024-08-14 08:30:00-04:00,103,2024-08-14 10:13:00-04:00,0.2,0.2,0.1,-0.00144889,-0.00129404,0,Equal,143.55,1782.93
CPI,2024-08-14 08:30:00-04:00,104,2024-08-14 10:14:00-04:00,0.2,0.2,0.1,0.00270825,0.00167079,0,Equal,58.86,903.93
CPI,2024-08-14 08:30:00-04:00,105,2024-08-14 10:15:00-04:00,0.2,0.2,0.1,0.00273883,0.0023526,0,Equal,113.57,760.4
CPI,2024-08-14 08:30:00-04:00,106,2024-08-14 10:16:00-04:00,0.2,0.2,0.1,-0.00195099,-0.00169428,0,Equal,66.14,475.22
CPI,2024-08-14 08:30:00-04:00,107,2024-08-14 10:17:00-04:00,0.2,0.2,0.1,0.00081502,-0.00029105,0,Equal,45.05,422.7
CPI,2024-08-14 08:30:00-04:00,108,2024-08-14 10:18:00-04:00,0.2,0.2,0.1,0.00172331,0.00122503,0,Equal,44.68,607.25
CPI,2024-08-14 08:30:00-04:00,109,2024-08-14 10:19:00-04:00,0.2,0.2,0.1,-0.0016529,-0.00176354,0,Equal,102.63,743.87
CPI,2024-08-14 08:30:00-04:00,110,2024-08-14 10:20:00-04:00,0.2,0.2,0.1,-0.00023022,-0.00128622,0,Equal,61.93,503.95
CPI,2024-08-14 08:30:00-04:00,111,2024-08-14 10:21:00-04:00,0.2,0.2,0.1,-0.00271564,-0.0006856,0,Equal,186.06,1134.22
CPI,2024-08-14 08:30:00-04:00,112,2024-08-14 10:22:00-04:00,0.2,0.2,0.1,0.0023783,0.0020658,0,Equal,53.02,372.27
CPI,2024-08-14 08:30:00-04:00,113,2024-08-14 10:23:00-04:00,0.2,0.2,0.1,0.00202805,0.00129367,0,Equal,56,584.17
CPI,2024-08-14 08:30:00-04:00,114,2024-08-14 10:24:00-04:00,0.2,0.2,0.1,0.00193135,0.0016811,0,Equal,223.42,721.14
CPI,2024-08-14 08:30:00-04:00,115,2024-08-14 10:25:00-04:00,0.2,0.2,0.1,-0.00000875,0.00357531,0,Equal,84.27,1057.89
